PMID,Title,Abstract,ISSN,Journal,Location,Year,FirstAuthorForename,FirstAuthorLastname,FirstAuthorInitials,FirstAuthorAffiliation,Relevant
22263523,[Survey of clonorchiasis in Fuyu County in 2009].,"A survey of Clonorchis sinensis infection in residents and residents' behaviors was performed in Fuyu County, 2009, the infection rate was 78.8%, and the main way of infection was eating raw fish. It is necessary to strengthen the clonorchiasis control in Fuyu County.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(23) 598,2011,Yin,Qiang,Y,"Jilin Provincial Center for Disease Control and Prevention, Changchun 130062, China.",False
22379823,"[Surveillance of malaria epidemic situation after malaria basically eliminated in Wujin District, Changzhou City].","The surveillance of malaria epidemic situation after malaria basically eliminated in Wujin District, Changzhou City showed that the incidence of malaria fluctuated between 0.001 per thousand and 0.015 per thousand from 1992 to 2009. The cases were dispersively distributed and most of them were input cases. The current emphasis of eliminating malaria should be the control of input cases, anti-malaria management of floating population, the training for clinical doctors and microscopists, and mass health education.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,"(23) 667, 681",2011,Yi-Li,Lu,YL,"Wujin District Center for Disease Control and Prevention, Changzhou City, Jiangsu Province, Changzhou 213164, China.",False
22379826,[Quantitative detection and species identificaton of human Plasmodium spp. by using SYBR Green I based real-time PCR].,To develop a real-time PCR method for human Plasmodium spp. qantitative detection and species identificaton.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(23) 677-81,2011,Sheng-Qiang,Wang,SQ,"Wuxi Entry-exit Inspection and Quarantine Bureau of PRC, Wuxi 214000, China.",False
22379827,"[Cloning, expression and evaluation on effect in serological diagnosis of cysteine protease of Clonorchis sinensis].",To clone and express the cysteine protease of Clonorchis sinensis and evaluate its effect on immunodiagnosis of human clonorchiasis.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(23) 682-6,2011,Wen-Cai,Jiang,WC,"Jiangsu Institute of Parasitic Diseases, Ministry of Health, Jiangsu Provincial Key Laboratory on Molecular Biology of Parasites, Jiangsu Provincial Key Subject on Parasitic Diseases, Wuxi 214064, China.",False
22379828,[Investigation on outbreak of angiostrongyliasis cantonensis due to consumption of snail food in Dali City].,"To investigate the potential cause of an outbreak of eosinophilic meningitis in Dali City in March, 2011.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(23) 687-90,2011,Feng,Chen,F,"Dali Institute of Schistosomiasis Control, Yunnan Province, Dali 671000, China.",False
22379834,[Health education needs for malaria control in rural residents in Hai'an County].,"To understand the status of knowledge, attitudes and practices (KAP) and health education needs for malaria prevention and treatment of rural residents in Hai'an County.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(23) 704-7,2011,Xiao-Bin,Cao,XB,"Hai'an Center for Disease Control and Prevention, Jiangsu Province, Hai'an 226600, China.",False
22379835,[Analysis of imported falciparum malaria cases of Nantong City from 2001 to 2010].,To analyze the characteristics of imported falciparum malaria cases of Nantong City in the recent ten years so as to provide the evidence for improving prevention and control of malaria in the future.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,"(23) 708-9, 713",2011,Jie,Chen,J,"Nantong Municipal Center for Disease Control and Prevention, Nantong 226007, China.",False
22379839,[Study on a new prevention and control model on soil-borne parasitic diseases in rural areas of China].,To explore a new prevention and control model on soil-borne parasitic diseases in rural areas of China.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(23) 719-21,2011,Xue-Ming,Li,XM,"Guangxi Zhuang Autonomous Region Center for Disease Prevention and Control, Nanning 530028, China.",False
22379840,[Malaria endemic and control in Yangzhong City from 1979 to 2010].,"In Yangzhong City, the incidence of malaria decreased gradually from 883.48 per hundred thousand in 1979 to 0.36 per hundred thousand in 2010. The incidence was 0 from 2005 to 2009, but 1 local infected patient was found in 2010. The achievements of malaria control are significant, however, with the development of economy, the increase of mobile population, and the dimness of malaria control consciousness, the control strategy should be adjusted in order to eliminate malaria.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,"(23) 721, 734",2011,Min,Xiao,M,"Yangzhong County Center for Disease Control and Prevention, Jiangsu Province, Yangzhong 212200, China.",False
22379841,[Discussion of laboratory diagnosis for echinococcosis].,"Laboratory diagnosis is one of the main means for diagnosis of echinococcosis. With the continuing evolvement of immunology and immunology technology, the laboratory diagnosis of echinococcosis obtained an encouraging progress, and the sensitivity and specificity of diagnostic tests for echinococcosis further improved. This review summarizes the current information concerning stool test, diagnostic antigen, and immunological diagnostic methods of echinococcosis.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(23) 722-6,2011,Mei-Hua,Dong,MH,"Wuxi Center for Disease Control and Prevention, Jiangsu Province, Wuxi 214000, China.",False
22379843,"[Effect of Management Scheme on Control of Imported Falciparum malaria in Yangzhou City, 2010].","After 1-year implementation of Management Scheme on Control of Imported Falciparum Malaria in Yangzhou City, 2010, the coverage rate of health education was 100% in those returning from foreign countries, and the active treatment rate was 100%. All professional staff in medical and disease control institutions received training. 48.1% of the cases received standard treatment within 24 h, and all persons returning from foreign countries who had fever were examined for Falciparum infections. The cure rate was 100%, and the successful diagnosis of malaria in lab was 100%. It is indicated that the management scheme has an obvious effect on the control of imported falciparum malaria. However, health education among personnel of labor-exporting services and training for health staff should be further strengthened.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(23) 728-9,2011,Yu-Hui,Xu,YH,"Yangzhou Municipal Center for Disease Control and Prevention, Jiangsu Province, Yangzhou 225002, China.",False
22379844,[Surveillance of echinococcosis in high risk areas of Yixing City from 2008 to 2009].,"An investigation was conducted retrospectively for echinococcosis (hydatid disease) in Yixing City from 2008 to 2009, the serum or fecal samples of suspected patients during the past 5 years and host animals were assessed by ELISA. There were 2 cases reported by network and 4 confirmed patients by investigation, and among the total 6 cases, 5 cases may be infected in the locality. The positive rates were 0.52%, 0.14% and 1.08% in adults aged over 20 years, children aged 7 to 12 years (by serum tests) and dogs (by fecal tests) respectively.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,"(23) 730, 732",2011,Wei-Fei,Zou,WF,"Yixing Center for Disease Control and Prevention, Jiangsu Province, Yixing 214206, China.",False
22590865,[Cross-section study on co-infection of HIV and Cryptosporidium].,"To investigate the co-infection status of HIV and Cryptosporidium, and explore the influencing factors associated with the co-infection.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,"(24) 54-7, 61",2012,Li-Guang,Tian,LG,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention, WHO Collaborating Center for Malaria, Schistosomiasis and Filariasis, Shanghai 200025, China.",False
22590866,[Expression of Toll-like receptor 4 in brain tissue of chronic Toxoplasma gondii infection rats and its effect on brain injury].,To explore the expression of Toll-like receptor 4 (TLR4) in brain tissue of chronic Toxoplasma infection rats and its effect on brain injury.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(24) 58-61,2012,Yong-Hua,Zhou,YH,"Jiangsu Institute of Parasitic Diseases, Key Laboratory on Technology for Parasitic Disease Prevention and Control, Ministry of Health, Wuxi 214064, China.",False
22590867,[Construction of expression vector of ALAg and immune protection of its recombinant protein induced in mice].,To determine the candidate genes for engineering vaccine of Ascaris lumbricoides.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,"(24) 62-6, 71",2012,Guang-Zhi,He,GZ,"Guiyang College of Traditional Chinese Medicine, Guiyang 550002, China.",False
22590868,[Improvement of fully automatically microscopic scanning system based on the oil-lens and its application in reading of malaria blood smears].,To improve the automatically microscopic scanning system based on the oil-lens and apply it in reading of malaria blood smears.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(24) 67-71,2012,Yuan,Gao,Y,"Nanjing Municipal Center for Disease Control and Prevention, Jiangsu Province, Nanjing 210003, China.",False
22590870,[Questionnaire survey on replacing bovine with machine in Yangxin County].,"A total of 405 households keeping cattle were surveyed by questionnaire in Yangxin County in 2008, the results showed that 215 of them (53.09%) were willing to replace cattle, 288 of them (71.11%) preferred to economic compensation, and 117 of them asked for compensation with machine.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,"(24) 75, 78",2012,Chang-Gui,Ke,CG,"Fenglin Station of Schistosomiasis Control in Yangxin County, Hubei Province, Yangxin 435200, China.",False
